amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended 
113-3756447-9001825	113-3756447-9001825	2024-09-23T16:23:07+00:00	2024-09-25T19:27:59+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - Black and Gold Finish High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plast	TWS-CF29SET	B0DBH5QF5P	Shipped	3	USD	119.97								CORVALLIS	MT	59828-8505	US		false			false
113-3078642-6459453	113-3078642-6459453	2024-09-20T02:21:05+00:00	2024-09-20T20:17:44+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	59.99	4.65							Orion	IL	61273	US		false			false
113-7406181-3640208	113-7406181-3640208	2024-09-18T23:25:16+00:00	2024-09-20T20:19:13+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 115Pcs Cobalt Drill Bits Set - M35 High Speed Steel Twist Drill Bit for Hard Metal, Wood, Plastic, Precision Jobber Drill Bits with Metal Ind	TWS-CM115SET	B0DBH66YJP	Shipped	1	USD	159.99	10.32					20.0		PILLAGER	MN	56473-2265	US	PLM-542054fc-25c9-46e6-844c-fb4dd3d76616	false			false
114-2588495-1017836	114-2588495-1017836	2024-09-16T16:12:17+00:00	2024-09-17T05:24:32+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								RALEIGH	NC	27613-8553	US		false			false
111-5940005-9413802	111-5940005-9413802	2024-09-16T14:50:42+00:00	2024-09-17T19:17:13+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - Black and Gold Finish High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plast	TWS-CF29SET	B0DBH5QF5P	Shipped	1	USD	0.0								PALM COAST	FL	32164-7473	US		false			false
112-2158829-6901839	112-2158829-6901839	2024-09-16T14:27:34+00:00	2024-09-17T20:18:29+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								SHINER	TX	77984-6368	US	PLM-bddec44e-6c7e-4260-814a-af7061c69bdb	false			false
114-4541177-3434616	114-4541177-3434616	2024-09-16T04:55:49+00:00	2024-09-16T22:21:21+00:00	Shipped	Amazon	Amazon.com			Standard	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								PORTLAND	OREGON	97215-3243	US		false			false
114-6844458-2397035	114-6844458-2397035	2024-09-15T21:01:23+00:00	2024-09-16T05:17:49+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								SHAWANO	WI	54166	US		false			false
113-7964204-0957845	113-7964204-0957845	2024-09-15T20:37:51+00:00	2024-09-16T10:23:18+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								CHAPMANSBORO	TN	37035	US		false			false
111-2305889-8293036	111-2305889-8293036	2024-09-15T19:40:05+00:00	2024-09-16T19:12:53+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 21Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Storage In	TWS-CF21SET	B0DBH5L7BK	Shipped	1	USD	0.0								Long Beach	CA	90808	US		false			false
113-0979927-1114621	113-0979927-1114621	2024-09-15T19:31:32+00:00	2024-09-16T03:02:38+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - Black and Gold Finish High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plast	TWS-CF29SET	B0DBH5QF5P	Shipped	1	USD	0.0								EDMOND	OK	73003-6147	US		false			false
114-8871715-3885069	114-8871715-3885069	2024-09-15T18:22:28+00:00	2024-09-16T19:13:45+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								FARMINGTON HILLS	MICHIGAN	48336-3369	US		false			false
111-3667978-4636210	111-3667978-4636210	2024-09-15T18:14:10+00:00	2024-09-16T19:11:38+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 21Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Storage In	TWS-CF21SET	B0DBH5L7BK	Shipped	1	USD	0.0								HELLERTOWN	PA	18055-3140	US		false			false
112-3999532-0713804	112-3999532-0713804	2024-09-15T17:11:11+00:00	2024-09-15T22:21:44+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 21Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Storage In	TWS-CF21SET	B0DBH5L7BK	Shipped	1	USD	0.0								GARDEN CITY	MI	48135-1641	US		false			false
113-7456623-5599401	113-7456623-5599401	2024-09-15T16:52:37+00:00	2024-09-17T10:02:48+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	59.99						59.99		MONMOUTH	OR	97361-9764	US	vine.enrollment.b826f28b-eb1f-4d43-ba00-7f260d67e966:1726321404547	false			false
112-5420676-7330664	112-5420676-7330664	2024-09-15T16:47:36+00:00	2024-09-16T15:06:48+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								GULF BREEZE	FL	32563-8921	US		false			false
111-8113075-0604217	111-8113075-0604217	2024-09-15T16:09:34+00:00	2024-09-16T04:10:57+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 21Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Storage In	TWS-CF21SET	B0DBH5L7BK	Shipped	1	USD	0.0								BAYSHORE	NY	11706	US		false			false
114-6689885-0525836	114-6689885-0525836	2024-09-15T16:02:29+00:00	2024-09-16T07:57:54+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	59.99						59.99		WESTFIELD	MA	01085-4724	US	vine.enrollment.b826f28b-eb1f-4d43-ba00-7f260d67e966:1726321404547	false			false
112-1052013-0976208	112-1052013-0976208	2024-09-15T15:38:30+00:00	2024-09-16T17:42:50+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								MARIETTA	GA	30062-8407	US		false			false
112-1090809-4420234	112-1090809-4420234	2024-09-15T14:56:46+00:00	2024-09-16T01:48:15+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								GRAFTON	WI	53024-9333	US		false			false
112-3869669-7876269	112-3869669-7876269	2024-09-15T14:38:59+00:00	2024-09-16T19:49:26+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 21Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Storage In	TWS-CF21SET	B0DBH5L7BK	Shipped	1	USD	0.0								ELKTON	MD	21921-2201	US		false			false
114-2490224-5242651	114-2490224-5242651	2024-09-15T14:31:15+00:00	2024-09-15T22:18:57+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								PRUNEDALE	CA	93907-8738	US		false			false
113-7538467-5920212	113-7538467-5920212	2024-09-15T14:09:10+00:00	2024-09-17T06:43:37+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								YANKTON	SD	57078-2313	US		false			false
114-9019924-3184257	114-9019924-3184257	2024-09-15T13:59:15+00:00	2024-09-18T13:28:12+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								BULLHEAD CITY	AZ	86429-5997	US		false			false
114-8255620-0224262	114-8255620-0224262	2024-09-15T13:36:45+00:00	2024-09-15T20:19:15+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								CONIFER	CO	80433-8537	US		false			false
113-5270582-3909032	113-5270582-3909032	2024-09-15T13:24:50+00:00	2024-09-16T05:36:06+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	59.99						59.99		Charleston	SC	29406-9001	US	vine.enrollment.b826f28b-eb1f-4d43-ba00-7f260d67e966:1726321404547	false			false
112-5192746-1020223	112-5192746-1020223	2024-09-15T13:18:14+00:00	2024-09-16T18:28:00+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								SARASOTA	FL	34231-7656	US		false			false
111-8785784-5753034	111-8785784-5753034	2024-09-15T13:09:47+00:00	2024-09-15T19:32:13+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								QUAKERTOWN	PA	18951-1068	US		false			false
114-8978968-9661825	114-8978968-9661825	2024-09-15T12:38:38+00:00	2024-09-15T19:16:05+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 21Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Storage In	TWS-CF21SET	B0DBH5L7BK	Shipped	1	USD	0.0								Castaic	CA	91384	US		false			false
111-8422100-1249819	111-8422100-1249819	2024-09-15T12:36:32+00:00	2024-09-15T19:41:51+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - Black and Gold Finish High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plast	TWS-CF29SET	B0DBH5QF5P	Shipped	1	USD	0.0								MARIETTA	GA	30068-4133	US		false			false
111-9922880-3969841	111-9922880-3969841	2024-09-15T12:31:06+00:00	2024-09-17T06:47:01+00:00	Shipped	Amazon	Amazon.com			Standard	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								Oklahoma City	Oklahoma	73159-5829	US		false			false
114-2317659-2033060	114-2317659-2033060	2024-09-15T12:24:32+00:00	2024-09-15T17:15:05+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - Black and Gold Finish High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plast	TWS-CF29SET	B0DBH5QF5P	Shipped	1	USD	0.0								WASHINGTON	DC	20002-6203	US		false			false
114-7329192-5034628	114-7329192-5034628	2024-09-15T10:58:32+00:00	2024-09-15T19:31:52+00:00	Shipped	Amazon	Amazon.com			Expedited	YOHANSEN 29Pcs Cobalt Drill Bits Set - M35 High Speed Steel Jobber Drill Bits, Precision 135 Degree Tip for Metal, Iron, Wood, Plastic with Metal Inde	TWS-CS29SET	B0DBH6Z3D4	Shipped	1	USD	0.0								VICTOR	NY	14564-9750	US		false			false
